Rooftransmittance,Walltransmittance,Parede Interna,RoofAbsortance,WallAbsortance,SGH,DPI,CDH,Consumo
0.33,0.11,par1_ar,0.2,0.8,0.65,15,3495,126.2102761
0.33,0.11,par1_ar,0.5,0.8,0.65,10.5,3495,91.69059403
0.33,0.11,par1_ar,0.8,0.8,0.65,10.5,3495,93.19362569
0.33,0.11,par2_la,0.2,0.8,0.65,10.5,3495,89.06599764
0.33,0.11,par2_la,0.2,0.8,0.65,15,3495,124.5629441
0.33,0.11,par2_la,0.5,0.8,0.65,15,3495,126.2078569
0.33,0.11,par2_la,0.8,0.2,0.29,10.5,3495,89.17032712
0.33,0.63,par1_ar,0.2,0.2,0.37,8.7,3495,65.32812198
0.33,0.63,par1_ar,0.2,0.5,0.37,8.7,3495,67.60215346
0.33,0.63,par1_ar,0.8,0.2,0.37,15,3495,115.4606898
0.33,0.63,par1_ar,0.8,0.2,0.37,8.7,3495,68.1401072
0.33,0.63,par1_ar,0.8,0.5,0.37,8.7,3495,70.43445991
0.33,0.63,par1_ar,0.8,0.8,0.29,10.5,3495,85.23295167
0.33,0.63,par1_ar,0.8,0.8,0.65,15,3495,122.2922942
0.33,0.63,par2_la,0.2,0.2,0.37,8.7,3495,65.12883688
0.33,0.63,par2_la,0.2,0.5,0.29,15,3495,113.1892519
0.33,0.63,par2_la,0.2,0.5,0.37,15,3495,113.2465559
0.33,0.63,par2_la,0.2,0.5,0.37,8.7,3495,67.33239954
0.33,0.63,par2_la,0.2,0.5,0.65,8.7,3495,68.87646258
0.33,0.63,par2_la,0.5,0.5,0.37,8.7,3495,68.66331065
0.33,0.63,par2_la,0.8,0.5,0.29,10.5,3495,82.12960461
0.33,0.63,par2_la,0.8,0.5,0.29,15,3495,116.1936088
0.33,0.63,par2_la,0.8,0.5,0.65,15,3495,118.0894883
0.33,0.63,par2_la,0.8,0.8,0.29,15,3495,118.576048
0.33,0.63,par2_la,0.8,0.8,0.65,10.5,3495,86.17597545
0.33,0.63,par2_la,0.8,0.8,0.65,15,3495,120.51443
0.33,1.8,par1_ar,0.2,0.2,0.37,8.7,3495,53.24875865
0.33,1.8,par1_ar,0.2,0.2,0.65,8.7,3495,54.05784617
0.33,1.8,par1_ar,0.2,0.5,0.37,15,3495,95.02230713
0.33,1.8,par1_ar,0.2,0.8,0.37,15,3495,102.9972648
0.33,1.8,par1_ar,0.2,0.8,0.65,8.7,3495,66.42730188
0.33,1.8,par1_ar,0.5,0.2,0.37,15,3495,88.4738507
0.33,1.8,par1_ar,0.5,0.2,0.65,8.7,3495,54.96859596
0.33,1.8,par1_ar,0.5,0.5,0.29,10.5,3495,68.50014703
0.33,1.8,par1_ar,0.5,0.8,0.29,10.5,3495,75.59931127
0.33,1.8,par1_ar,0.5,0.8,0.29,8.7,3495,66.39750906
0.33,1.8,par1_ar,0.5,0.8,0.37,10.5,3495,75.61279171
0.33,1.8,par1_ar,0.5,0.8,0.37,15,3495,104.3294698
0.33,1.8,par1_ar,0.8,0.2,0.37,8.7,3495,54.94831863
0.33,1.8,par2_la,0.2,0.2,0.65,8.7,3495,56.7508055
0.33,1.8,par2_la,0.5,0.8,0.37,8.7,3495,67.90184641
0.33,2.6,par_2.6,0.2,0.2,0.37,10.5,3495,62.83893989
0.33,2.6,par_2.6,0.2,0.2,0.65,8.7,3495,54.27000888
0.33,2.6,par_2.6,0.2,0.5,0.37,15,3495,101.2095356
0.33,2.6,par_2.6,0.2,0.8,0.37,15,3495,109.9079029
0.33,2.6,par_2.6,0.2,0.8,0.37,8.7,3495,67.07783727
0.33,2.6,par_2.6,0.2,0.8,0.65,15,3495,111.4311835
0.33,2.6,par_2.6,0.5,0.2,0.29,8.7,3495,54.40213318
0.33,2.6,par_2.6,0.5,0.2,0.65,8.7,3495,55.34423208
0.33,2.6,par_2.6,0.5,0.5,0.65,10.5,3495,72.68946973
0.33,2.6,par_2.6,0.5,0.5,0.65,8.7,3495,62.11117937
0.33,2.6,par_2.6,0.5,0.8,0.37,15,3495,111.2941959
0.33,2.6,par_2.6,0.5,0.8,0.65,8.7,3495,69.54969012
0.33,2.6,par_2.6,0.8,0.2,0.29,10.5,3495,65.11819011
0.33,2.6,par_2.6,0.8,0.2,0.65,10.5,3495,66.24746732
0.33,2.6,par_2.6,0.8,0.5,0.65,8.7,3495,63.18106124
0.33,2.6,par_2.6,0.8,0.8,0.29,10.5,3495,80.47877022
0.33,2.6,par_2.6,0.8,0.8,0.37,15,3495,112.6481128
0.33,4.4,par_2.6,0.2,0.2,0.37,15,3495,73.06692961
0.33,4.4,par_2.6,0.2,0.2,0.37,8.7,3495,48.15006023
0.33,4.4,par_2.6,0.2,0.5,0.37,8.7,3495,51.459311
0.33,4.4,par_2.6,0.2,0.5,0.65,10.5,3495,58.07987099
0.33,4.4,par_2.6,0.2,0.8,0.29,8.7,3495,56.25230463
0.33,4.4,par_2.6,0.5,0.2,0.65,15,3495,74.86449282
0.33,4.4,par_2.6,0.5,0.2,0.65,8.7,3495,48.98750233
0.33,4.4,par_2.6,0.5,0.5,0.29,8.7,3495,52.12310634
0.33,4.4,par_2.6,0.5,0.5,0.65,10.5,3495,59.01543027
0.33,4.4,par_2.6,0.5,0.5,0.65,8.7,3495,52.6355625
0.33,4.4,par_2.6,0.5,0.8,0.29,10.5,3495,64.44582388
0.33,4.4,par_2.6,0.8,0.2,0.29,15,3495,75.04982805
0.33,4.4,par_2.6,0.8,0.2,0.37,15,3495,75.08796936
0.33,4.4,par_2.6,0.8,0.2,0.37,8.7,3495,49.25728073
0.33,4.4,par_2.6,0.8,0.5,0.29,15,3495,82.50656553
0.33,4.4,par_2.6,0.8,0.8,0.29,10.5,3495,65.30626179
0.33,4.4,par_2.6,0.8,0.8,0.29,15,3495,90.60363687
0.33,4.4,par_2.6,0.8,0.8,0.37,15,3495,90.62650946
0.33,4.4,par_2.6,0.8,0.8,0.65,10.5,3495,66.1253081
0.33,4.4,par_2.6,0.8,0.8,0.65,15,3495,91.6360295
0.95,0.11,par1_ar,0.2,0.5,0.29,15,3495,110.3767073
0.95,0.11,par1_ar,0.2,0.5,0.37,8.7,3495,63.52960309
0.95,0.11,par1_ar,0.2,0.5,0.65,15,3495,112.4411616
0.95,0.11,par1_ar,0.2,0.8,0.65,10.5,3495,78.04440691
0.95,0.11,par1_ar,0.5,0.2,0.29,10.5,3495,79.01956978
0.95,0.11,par1_ar,0.5,0.2,0.37,10.5,3495,79.0818659
0.95,0.11,par1_ar,0.5,0.8,0.37,10.5,3495,79.94910158
0.95,0.11,par1_ar,0.5,0.8,0.37,8.7,3495,67.44448092
0.95,0.11,par1_ar,0.5,0.8,0.65,10.5,3495,82.07479689
0.95,0.11,par1_ar,0.5,0.8,0.65,15,3495,117.0713152
0.95,0.11,par1_ar,0.8,0.2,0.65,8.7,3495,71.71256518
0.95,0.11,par1_ar,0.8,0.5,0.29,8.7,3495,70.35336929
0.95,0.11,par1_ar,0.8,0.5,0.37,15,3495,118.4594809
0.95,0.11,par1_ar,0.8,0.5,0.37,8.7,3495,70.41855726
0.95,0.11,par1_ar,0.8,0.8,0.37,10.5,3495,83.54782227
0.95,0.11,par2_la,0.2,0.5,0.29,10.5,3495,75.46872935
0.95,0.11,par2_la,0.2,0.5,0.29,15,3495,109.0889161
0.95,0.11,par2_la,0.2,0.5,0.29,8.7,3495,63.65743998
0.95,0.11,par2_la,0.2,0.5,0.37,15,3495,109.1589965
0.95,0.11,par2_la,0.2,0.8,0.29,10.5,3495,75.86867177
0.95,0.11,par2_la,0.2,0.8,0.65,15,3495,111.5943236
0.95,0.11,par2_la,0.5,0.8,0.29,10.5,3495,79.3133415
0.95,0.11,par2_la,0.5,0.8,0.65,10.5,3495,81.19551015
0.95,0.11,par2_la,0.8,0.2,0.29,10.5,3495,81.79633165
0.95,0.11,par2_la,0.8,0.5,0.29,15,3495,116.7945982
0.95,0.11,par2_la,0.8,0.5,0.29,8.7,3495,70.03459519
0.95,0.11,par2_la,0.8,0.5,0.37,8.7,3495,70.10271617
0.95,0.11,par2_la,0.8,0.8,0.65,8.7,3495,71.98149749
0.95,0.63,par1_ar,0.2,0.5,0.37,15,3495,103.1742459
0.95,0.63,par1_ar,0.2,0.5,0.65,15,3495,104.9632593
0.95,0.63,par1_ar,0.5,0.2,0.65,15,3495,106.4182047
0.95,0.63,par1_ar,0.5,0.5,0.29,8.7,3495,62.06991985
0.95,0.63,par1_ar,0.5,0.8,0.29,15,3495,109.3618275
0.95,0.63,par1_ar,0.5,0.8,0.29,8.7,3495,64.09506106
0.95,0.63,par1_ar,0.5,0.8,0.65,8.7,3495,65.72218582
0.95,0.63,par1_ar,0.8,0.2,0.37,8.7,3495,63.02663448
0.95,0.63,par2_la,0.2,0.5,0.37,8.7,3495,59.86111616
0.95,0.63,par2_la,0.2,0.8,0.29,10.5,3495,72.46202081
0.95,0.63,par2_la,0.5,0.5,0.29,10.5,3495,73.43431633
0.95,0.63,par2_la,0.5,0.5,0.65,15,3495,107.6141375
0.95,0.63,par2_la,0.5,0.8,0.29,8.7,3495,64.36759439
0.95,0.63,par2_la,0.8,0.5,0.29,8.7,3495,65.10752361
0.95,0.63,par2_la,0.8,0.5,0.65,8.7,3495,66.60242433
0.95,0.63,par2_la,0.8,0.8,0.29,8.7,3495,67.08449847
0.95,1.8,par1_ar,0.2,0.2,0.37,15,3495,80.45667211
0.95,1.8,par1_ar,0.2,0.5,0.37,15,3495,87.83901399
0.95,1.8,par1_ar,0.2,0.5,0.37,8.7,3495,55.57480487
0.95,1.8,par1_ar,0.5,0.2,0.37,15,3495,83.42394019
0.95,1.8,par1_ar,0.5,0.2,0.65,15,3495,84.58350459
0.95,1.8,par1_ar,0.5,0.2,0.65,8.7,3495,52.98475184
0.95,1.8,par1_ar,0.5,0.8,0.37,10.5,3495,71.73092377
0.95,1.8,par1_ar,0.8,0.2,0.37,8.7,3495,54.01160931
0.95,1.8,par1_ar,0.8,0.2,0.65,10.5,3495,61.88869087
0.95,1.8,par1_ar,0.8,0.2,0.65,8.7,3495,54.75703276
0.95,1.8,par1_ar,0.8,0.5,0.37,15,3495,93.82961058
0.95,1.8,par1_ar,0.8,0.8,0.65,8.7,3495,66.53651535
0.95,1.8,par2_la,0.8,0.2,0.37,10.5,3495,63.2412817
0.95,1.8,par2_la,0.8,0.2,0.65,10.5,3495,64.10141062
0.95,1.8,par2_la,0.8,0.2,0.65,15,3495,88.07550168
0.95,2.6,par_2.6,0.2,0.2,0.65,15,3495,85.71403678
0.95,2.6,par_2.6,0.2,0.5,0.29,15,3495,92.54239427
0.95,2.6,par_2.6,0.2,0.5,0.65,15,3495,93.93771491
0.95,2.6,par_2.6,0.2,0.5,0.65,8.7,3495,55.95418399
0.95,2.6,par_2.6,0.2,0.8,0.29,8.7,3495,61.42825488
0.95,2.6,par_2.6,0.5,0.2,0.29,10.5,3495,59.83373722
0.95,2.6,par_2.6,0.5,0.2,0.37,15,3495,87.81093461
0.95,2.6,par_2.6,0.5,0.2,0.65,8.7,3495,52.15052828
0.95,2.6,par_2.6,0.8,0.2,0.29,10.5,3495,62.33542615
0.95,2.6,par_2.6,0.8,0.5,0.65,15,3495,100.5425037
0.95,2.6,par_2.6,0.8,0.5,0.65,8.7,3495,60.64884388
0.95,4.4,par_2.6,0.2,0.2,0.29,8.7,3495,47.42719396
0.95,4.4,par_2.6,0.2,0.2,0.65,15,3495,69.39024426
0.95,4.4,par_2.6,0.2,0.8,0.29,8.7,3495,54.0931585
0.95,4.4,par_2.6,0.2,0.8,0.65,8.7,3495,54.69235339
0.95,4.4,par_2.6,0.5,0.2,0.37,15,3495,71.08363959
0.95,4.4,par_2.6,0.5,0.2,0.65,15,3495,71.75975089
0.95,4.4,par_2.6,0.5,0.2,0.65,8.7,3495,48.60844303
0.95,4.4,par_2.6,0.5,0.5,0.65,15,3495,78.78811106
0.95,4.4,par_2.6,0.5,0.8,0.29,8.7,3495,55.67000068
0.95,4.4,par_2.6,0.8,0.2,0.37,15,3495,73.37064447
0.95,4.4,par_2.6,0.8,0.2,0.65,10.5,3495,54.1910603
1.5,0.11,par1_ar,0.5,0.2,0.29,10.5,3495,81.61389854
1.5,0.11,par1_ar,0.8,0.2,0.29,10.5,3495,84.62181703
1.5,0.11,par1_ar,0.8,0.2,0.65,10.5,3495,86.53135711
1.5,0.11,par1_ar,0.8,0.8,0.29,10.5,3495,85.72624866
1.5,0.11,par1_ar,0.8,0.8,0.65,10.5,3495,87.49161872
1.5,0.11,par2_la,0.2,0.2,0.29,15,3495,112.2053836
1.5,0.11,par2_la,0.2,0.2,0.37,15,3495,112.2633418
1.5,0.11,par2_la,0.2,0.8,0.29,10.5,3495,78.92986594
1.5,0.11,par2_la,0.2,0.8,0.29,15,3495,113.1127394
1.5,0.11,par2_la,0.2,0.8,0.37,15,3495,113.1780458
1.5,0.11,par2_la,0.5,0.2,0.29,10.5,3495,81.04680969
1.5,0.11,par2_la,0.5,0.5,0.29,10.5,3495,81.49418853
1.5,0.11,par2_la,0.5,0.8,0.29,10.5,3495,81.90261324
1.5,0.11,par2_la,0.5,0.8,0.65,10.5,3495,83.84854155
1.5,0.11,par2_la,0.8,0.5,0.65,8.7,3495,73.36728921
1.5,0.11,par2_la,0.8,0.8,0.29,8.7,3495,71.95161722
1.5,0.11,par2_la,0.8,0.8,0.65,10.5,3495,86.67858428
1.5,0.11,par2_la,0.8,0.8,0.65,8.7,3495,73.80721553
1.5,0.63,par1_ar,0.2,0.5,0.65,15,3495,108.326473
1.5,0.63,par1_ar,0.2,0.5,0.65,8.7,3495,62.73950339
1.5,0.63,par1_ar,0.2,0.8,0.37,10.5,3495,75.03606963
1.5,0.63,par1_ar,0.5,0.5,0.65,15,3495,111.5920504
1.5,0.63,par1_ar,0.8,0.5,0.65,15,3495,114.5923671
1.5,0.63,par1_ar,0.8,0.8,0.37,10.5,3495,80.79847077
1.5,0.63,par2_la,0.2,0.2,0.37,10.5,3495,70.67183729
1.5,0.63,par2_la,0.2,0.5,0.65,15,3495,106.9878992
1.5,0.63,par2_la,0.2,0.8,0.29,10.5,3495,74.9565697
1.5,0.63,par2_la,0.2,0.8,0.37,10.5,3495,75.02338981
1.5,0.63,par2_la,0.2,0.8,0.37,15,3495,107.5193039
1.5,0.63,par2_la,0.5,0.8,0.37,10.5,3495,77.6963565
1.5,0.63,par2_la,0.8,0.5,0.29,8.7,3495,66.21928765
1.5,0.63,par2_la,0.8,0.8,0.65,8.7,3495,69.85389239
1.5,1.8,par1_ar,0.2,0.2,0.65,15,3495,83.46149454
1.5,1.8,par1_ar,0.5,0.2,0.37,15,3495,84.81307002
1.5,1.8,par1_ar,0.5,0.5,0.29,8.7,3495,57.9657223
1.5,1.8,par1_ar,0.5,0.5,0.37,15,3495,92.41886829
1.5,1.8,par1_ar,0.5,0.5,0.65,10.5,3495,67.02264205
1.5,1.8,par1_ar,0.5,0.5,0.65,15,3495,93.70168852
1.5,1.8,par1_ar,0.5,0.8,0.29,10.5,3495,72.7253855
1.5,1.8,par1_ar,0.5,0.8,0.65,15,3495,101.5307095
1.5,1.8,par1_ar,0.8,0.2,0.37,8.7,3495,54.15372017
1.5,1.8,par1_ar,0.8,0.5,0.29,8.7,3495,59.62783199
1.5,1.8,par1_ar,0.8,0.5,0.65,15,3495,96.13879786
1.5,1.8,par2_la,0.2,0.2,0.29,15,3495,83.2035406
1.5,1.8,par2_la,0.2,0.2,0.37,15,3495,83.23162973
1.5,1.8,par2_la,0.2,0.8,0.29,15,3495,97.82012244
1.5,1.8,par2_la,0.2,0.8,0.37,15,3495,97.83534348
1.5,1.8,par2_la,0.8,0.2,0.29,8.7,3495,56.86724025
1.5,1.8,par2_la,0.8,0.2,0.37,8.7,3495,56.87727315
1.5,1.8,par2_la,0.8,0.5,0.37,8.7,3495,61.81550257
1.5,2.6,par_2.6,0.2,0.2,0.29,10.5,3495,58.72254593
1.5,2.6,par_2.6,0.2,0.2,0.29,8.7,3495,50.23692976
1.5,2.6,par_2.6,0.2,0.2,0.37,15,3495,86.77357565
1.5,2.6,par_2.6,0.2,0.2,0.65,10.5,3495,59.71464899
1.5,2.6,par_2.6,0.2,0.2,0.65,15,3495,88.01810064
1.5,2.6,par_2.6,0.2,0.5,0.65,10.5,3495,66.82748632
1.5,2.6,par_2.6,0.2,0.5,0.65,15,3495,96.39613193
1.5,2.6,par_2.6,0.2,0.5,0.65,8.7,3495,57.1909673
1.5,2.6,par_2.6,0.2,0.8,0.29,10.5,3495,72.97220643
1.5,2.6,par_2.6,0.2,0.8,0.37,10.5,3495,73.02544216
1.5,2.6,par_2.6,0.2,0.8,0.37,15,3495,103.4488016
1.5,2.6,par_2.6,0.2,0.8,0.65,8.7,3495,64.07136725
1.5,2.6,par_2.6,0.5,0.2,0.29,10.5,3495,60.90146255
1.5,2.6,par_2.6,0.5,0.2,0.29,15,3495,89.52305651
1.5,2.6,par_2.6,0.5,0.2,0.65,15,3495,90.8158524
1.5,2.6,par_2.6,0.5,0.2,0.65,8.7,3495,52.90897444
1.5,2.6,par_2.6,0.5,0.8,0.29,10.5,3495,75.41876441
1.5,2.6,par_2.6,0.5,0.8,0.29,8.7,3495,65.01094905
1.5,2.6,par_2.6,0.5,0.8,0.65,10.5,3495,76.77555442
1.5,2.6,par_2.6,0.5,0.8,0.65,8.7,3495,66.26573734
1.5,2.6,par_2.6,0.8,0.2,0.29,10.5,3495,63.02558753
1.5,2.6,par_2.6,0.8,0.5,0.37,8.7,3495,60.17627964
1.5,2.6,par_2.6,0.8,0.5,0.65,15,3495,101.8866601
1.5,2.6,par_2.6,0.8,0.5,0.65,8.7,3495,61.23579063
1.5,2.6,par_2.6,0.8,0.8,0.65,10.5,3495,79.1171334
1.5,2.6,par_2.6,0.8,0.8,0.65,8.7,3495,68.44374645
1.5,4.4,par_2.6,0.2,0.2,0.37,15,3495,69.88022849
1.5,4.4,par_2.6,0.2,0.2,0.37,8.7,3495,47.49373556
1.5,4.4,par_2.6,0.5,0.5,0.29,10.5,3495,56.97446722
1.5,4.4,par_2.6,0.5,0.5,0.29,8.7,3495,51.42841256
1.5,4.4,par_2.6,0.5,0.8,0.29,8.7,3495,55.96936438
1.5,4.4,par_2.6,0.8,0.2,0.37,15,3495,73.78982196
1.5,4.4,par_2.6,0.8,0.2,0.37,8.7,3495,49.38444765
2,0.11,par1_ar,0.2,0.5,0.29,15,3495,95.96498827
2,0.11,par1_ar,0.2,0.5,0.65,15,3495,97.85556012
2,0.11,par2_la,0.2,0.5,0.65,10.5,3495,68.40087941
2,0.11,par2_la,0.2,0.5,0.65,15,3495,97.94174697
2,0.11,par2_la,0.2,0.8,0.29,10.5,3495,67.12498885
2,0.11,par2_la,0.5,0.5,0.29,10.5,3495,71.2692891
2,0.11,par2_la,0.5,0.8,0.29,10.5,3495,71.63657101
2,0.63,par1_ar,0.2,0.2,0.37,8.7,3495,51.72528801
2,0.63,par1_ar,0.2,0.8,0.29,10.5,3495,64.16072395
2,0.63,par1_ar,0.2,0.8,0.29,8.7,3495,55.03188949
2,0.63,par1_ar,0.2,0.8,0.37,10.5,3495,64.22968657
2,0.63,par1_ar,0.2,0.8,0.37,8.7,3495,55.09853953
2,0.63,par1_ar,0.5,0.2,0.29,15,3495,94.64240443
2,0.63,par1_ar,0.5,0.2,0.29,8.7,3495,55.16864506
2,0.63,par1_ar,0.5,0.5,0.65,15,3495,98.58549748
2,0.63,par1_ar,0.5,0.8,0.29,8.7,3495,58.78388711
2,0.63,par1_ar,0.5,0.8,0.37,10.5,3495,68.82892992
2,0.63,par1_ar,0.8,0.5,0.37,10.5,3495,72.49940491
2,0.63,par1_ar,0.8,0.8,0.29,10.5,3495,74.44773251
2,0.63,par1_ar,0.8,0.8,0.29,8.7,3495,63.57513323
2,0.63,par1_ar,0.8,0.8,0.37,10.5,3495,74.49941059
2,0.63,par1_ar,0.8,0.8,0.37,15,3495,105.5546806
2,0.63,par1_ar,0.8,0.8,0.37,8.7,3495,63.62932044
2,0.63,par1_ar,0.8,0.8,0.65,10.5,3495,76.0158792
2,0.63,par2_la,0.2,0.2,0.29,8.7,3495,53.75623221
2,0.63,par2_la,0.2,0.2,0.37,8.7,3495,53.80982697
2,0.63,par2_la,0.2,0.5,0.29,10.5,3495,63.75153226
2,0.63,par2_la,0.2,0.5,0.65,10.5,3495,65.13109834
2,0.63,par2_la,0.2,0.8,0.37,10.5,3495,65.60342548
2,0.63,par2_la,0.5,0.2,0.37,8.7,3495,56.67098617
2,0.63,par2_la,0.5,0.5,0.29,10.5,3495,67.66914513
2,0.63,par2_la,0.5,0.5,0.29,15,3495,96.77377532
2,0.63,par2_la,0.5,0.5,0.65,15,3495,98.4192558
2,0.63,par2_la,0.5,0.5,0.65,8.7,3495,59.6335281
2,0.63,par2_la,0.5,0.8,0.29,10.5,3495,69.55554413
2,0.63,par2_la,0.5,0.8,0.65,15,3495,100.58375
2,0.63,par2_la,0.8,0.5,0.29,15,3495,102.8704041
2,1.8,par1_ar,0.2,0.2,0.37,10.5,3495,55.03049728
2,1.8,par1_ar,0.2,0.2,0.65,8.7,3495,51.20487123
2,1.8,par1_ar,0.5,0.5,0.65,15,3495,86.79418023
2,1.8,par1_ar,0.5,0.8,0.37,15,3495,92.72802207
2,1.8,par1_ar,0.5,0.8,0.37,8.7,3495,61.97906619
2,1.8,par1_ar,0.8,0.2,0.29,8.7,3495,54.96259331
2,1.8,par1_ar,0.8,0.5,0.29,8.7,3495,59.78478045
2,1.8,par1_ar,0.8,0.5,0.37,8.7,3495,59.79375946
2,1.8,par1_ar,0.8,0.8,0.37,10.5,3495,72.89800372
2,1.8,par2_la,0.2,0.8,0.37,8.7,3495,62.87291984
2,1.8,par2_la,0.5,0.2,0.37,8.7,3495,55.78383077
2,1.8,par2_la,0.5,0.8,0.37,8.7,3495,64.79565266
2,1.8,par2_la,0.5,0.8,0.65,8.7,3495,65.69680545
2,1.8,par2_la,0.8,0.2,0.37,15,3495,85.19609471
2,1.8,par2_la,0.8,0.2,0.37,8.7,3495,58.1348838
2,1.8,par2_la,0.8,0.2,0.65,10.5,3495,64.42054558
2,1.8,par2_la,0.8,0.5,0.29,8.7,3495,62.51340744
2,2.6,par_2.6,0.2,0.2,0.29,15,3495,76.57280973
2,2.6,par_2.6,0.2,0.2,0.37,10.5,3495,53.90242993
2,2.6,par_2.6,0.2,0.2,0.37,15,3495,76.62096352
2,2.6,par_2.6,0.2,0.5,0.29,10.5,3495,59.58221998
2,2.6,par_2.6,0.2,0.5,0.29,15,3495,83.81244709
2,2.6,par_2.6,0.2,0.5,0.65,10.5,3495,60.56220059
2,2.6,par_2.6,0.2,0.5,0.65,15,3495,85.06281654
2,2.6,par_2.6,0.2,0.8,0.37,10.5,3495,65.93201954
2,2.6,par_2.6,0.2,0.8,0.65,10.5,3495,67.02892567
2,2.6,par_2.6,0.5,0.2,0.29,10.5,3495,56.91931349
2,2.6,par_2.6,0.5,0.2,0.29,15,3495,81.54448301
2,2.6,par_2.6,0.5,0.2,0.37,10.5,3495,56.9565047
2,2.6,par_2.6,0.5,0.2,0.37,15,3495,81.5841228
2,2.6,par_2.6,0.5,0.5,0.65,10.5,3495,64.13190296
2,2.6,par_2.6,0.5,0.8,0.29,15,3495,96.82024892
2,4.4,par_2.6,0.2,0.2,0.29,8.7,3495,49.33537821
2,4.4,par_2.6,0.2,0.2,0.37,8.7,3495,49.3661327
2,4.4,par_2.6,0.2,0.5,0.29,10.5,3495,54.30269751
2,4.4,par_2.6,0.2,0.5,0.65,10.5,3495,54.73738857
2,4.4,par_2.6,0.2,0.5,0.65,15,3495,71.65317203
2,4.4,par_2.6,0.5,0.2,0.29,8.7,3495,49.88794406
2,4.4,par_2.6,0.5,0.2,0.37,8.7,3495,49.91632393
2,4.4,par_2.6,0.8,0.2,0.29,15,3495,72.51902629
2,4.4,par_2.6,0.8,0.2,0.37,10.5,3495,55.19719225
2,4.4,par_2.6,0.8,0.2,0.37,15,3495,72.5499914
2,4.4,par_2.6,0.8,0.2,0.65,15,3495,73.15489769
2,4.4,par_2.6,0.8,0.5,0.65,10.5,3495,59.79307027
2,4.4,par_2.6,0.8,0.8,0.29,15,3495,86.26508384
2,4.4,par_2.6,0.8,0.8,0.37,15,3495,86.28491712
0.33,0.11,par1_ar,0.2,0.8,0.65,15,14172,175.8574733
0.33,0.11,par1_ar,0.5,0.8,0.65,10.5,14172,135.8208356
0.33,0.11,par1_ar,0.8,0.8,0.65,10.5,14172,137.6934097
0.33,0.11,par2_la,0.2,0.8,0.65,10.5,14172,132.0738701
0.33,0.11,par2_la,0.2,0.8,0.65,15,14172,173.2489247
0.33,0.11,par2_la,0.5,0.8,0.65,15,14172,174.8487005
0.33,0.11,par2_la,0.8,0.2,0.29,10.5,14172,132.1192833
0.33,0.63,par1_ar,0.2,0.2,0.37,8.7,14172,107.3238906
0.33,0.63,par1_ar,0.2,0.5,0.37,8.7,14172,110.0735138
0.33,0.63,par1_ar,0.8,0.2,0.37,15,14172,166.7190988
0.33,0.63,par1_ar,0.8,0.2,0.37,8.7,14172,110.2669205
0.33,0.63,par1_ar,0.8,0.5,0.37,8.7,14172,112.7276763
0.33,0.63,par1_ar,0.8,0.8,0.29,10.5,14172,130.735965
0.33,0.63,par1_ar,0.8,0.8,0.65,15,14172,173.4566498
0.33,0.63,par2_la,0.2,0.2,0.37,8.7,14172,105.4780112
0.33,0.63,par2_la,0.2,0.5,0.29,15,14172,163.9265076
0.33,0.63,par2_la,0.2,0.5,0.37,15,14172,164.1795668
0.33,0.63,par2_la,0.2,0.5,0.37,8.7,14172,108.2638829
0.33,0.63,par2_la,0.2,0.5,0.65,8.7,14172,109.7512784
0.33,0.63,par2_la,0.5,0.5,0.37,8.7,14172,109.828548
0.33,0.63,par2_la,0.8,0.5,0.29,10.5,14172,126.3581404
0.33,0.63,par2_la,0.8,0.5,0.29,15,14172,166.7969746
0.33,0.63,par2_la,0.8,0.5,0.65,15,14172,169.1695541
0.33,0.63,par2_la,0.8,0.8,0.29,15,14172,169.1144023
0.33,0.63,par2_la,0.8,0.8,0.65,10.5,14172,130.5820683
0.33,0.63,par2_la,0.8,0.8,0.65,15,14172,171.503025
0.33,1.8,par1_ar,0.2,0.2,0.37,8.7,14172,90.4638399
0.33,1.8,par1_ar,0.2,0.2,0.65,8.7,14172,91.80983507
0.33,1.8,par1_ar,0.2,0.5,0.37,15,14172,149.8653681
0.33,1.8,par1_ar,0.2,0.8,0.37,15,14172,158.333321
0.33,1.8,par1_ar,0.2,0.8,0.65,8.7,14172,107.6235096
0.33,1.8,par1_ar,0.5,0.2,0.37,15,14172,143.1081087
0.33,1.8,par1_ar,0.5,0.2,0.65,8.7,14172,93.04875936
0.33,1.8,par1_ar,0.5,0.5,0.29,10.5,14172,113.3724145
0.33,1.8,par1_ar,0.5,0.8,0.29,10.5,14172,121.6873995
0.33,1.8,par1_ar,0.5,0.8,0.29,8.7,14172,107.4533655
0.33,1.8,par1_ar,0.5,0.8,0.37,10.5,14172,121.6929057
0.33,1.8,par1_ar,0.5,0.8,0.37,15,14172,159.5819994
0.33,1.8,par1_ar,0.8,0.2,0.37,8.7,14172,92.83333905
0.33,1.8,par2_la,0.2,0.2,0.65,8.7,14172,91.47805223
0.33,1.8,par2_la,0.5,0.8,0.37,8.7,14172,106.6315634
0.33,2.6,par_2.6,0.2,0.2,0.37,10.5,14172,110.3124183
0.33,2.6,par_2.6,0.2,0.2,0.65,8.7,14172,97.07590042
0.33,2.6,par_2.6,0.2,0.5,0.37,15,14172,158.6497969
0.33,2.6,par_2.6,0.2,0.8,0.37,15,14172,167.1955277
0.33,2.6,par_2.6,0.2,0.8,0.37,8.7,14172,113.0153502
