Rooftransmittance,Walltransmittance,Parede Interna,RoofAbsortance,WallAbsortance,SGH,DPI,CDH,Consumo
1.5,1.8,par2_la,0.8,0.2,0.37,8.7,63550,266.159406
1.5,1.8,par2_la,0.8,0.5,0.37,8.7,63550,280.4825556
1.5,2.6,par_2.6,0.2,0.2,0.29,10.5,63550,283.9343762
1.5,2.6,par_2.6,0.2,0.2,0.29,8.7,63550,264.5241479
1.5,2.6,par_2.6,0.2,0.2,0.37,15,63550,331.9825623
1.5,2.6,par_2.6,0.2,0.2,0.65,10.5,63550,286.9360381
1.5,2.6,par_2.6,0.2,0.2,0.65,15,63550,334.7992432
1.5,2.6,par_2.6,0.2,0.5,0.65,10.5,63550,303.2011701
1.5,2.6,par_2.6,0.2,0.5,0.65,15,63550,350.7530166
1.5,2.6,par_2.6,0.2,0.5,0.65,8.7,63550,283.9212238
1.5,2.6,par_2.6,0.2,0.8,0.29,10.5,63550,315.6957571
1.5,2.6,par_2.6,0.2,0.8,0.37,10.5,63550,315.8145267
1.5,2.6,par_2.6,0.2,0.8,0.37,15,63550,363.114596
1.5,2.6,par_2.6,0.2,0.8,0.65,8.7,63550,299.4806295
1.5,2.6,par_2.6,0.5,0.2,0.29,10.5,63550,288.9584217
1.5,2.6,par_2.6,0.5,0.2,0.29,15,63550,336.775961
1.5,2.6,par_2.6,0.5,0.2,0.65,15,63550,339.7167718
1.5,2.6,par_2.6,0.5,0.2,0.65,8.7,63550,272.5976155
1.5,2.6,par_2.6,0.5,0.8,0.29,10.5,63550,320.6846454
1.5,2.6,par_2.6,0.5,0.8,0.29,8.7,63550,301.5305786
1.5,2.6,par_2.6,0.5,0.8,0.65,10.5,63550,323.6302004
1.5,2.6,par_2.6,0.5,0.8,0.65,8.7,63550,304.4993797
1.5,2.6,par_2.6,0.8,0.2,0.29,10.5,63550,293.5068061
1.5,2.6,par_2.6,0.8,0.5,0.37,8.7,63550,290.6383265
1.5,2.6,par_2.6,0.8,0.5,0.65,15,63550,360.076189
1.5,2.6,par_2.6,0.8,0.5,0.65,8.7,63550,293.5126807
1.5,2.6,par_2.6,0.8,0.8,0.65,10.5,63550,328.126419
1.5,2.6,par_2.6,0.8,0.8,0.65,8.7,63550,309.0307298
1.5,4.4,par_2.6,0.2,0.2,0.37,15,63550,323.7644033
1.5,4.4,par_2.6,0.2,0.2,0.37,8.7,63550,256.6774499
1.5,4.4,par_2.6,0.5,0.5,0.29,10.5,63550,299.150429
1.5,4.4,par_2.6,0.5,0.5,0.29,8.7,63550,279.9627087
1.5,4.4,par_2.6,0.5,0.8,0.29,8.7,63550,298.7204618
1.5,4.4,par_2.6,0.8,0.2,0.37,15,63550,332.3178769
1.5,4.4,par_2.6,0.8,0.2,0.37,8.7,63550,265.4524581
2,0.11,par1_ar,0.2,0.5,0.29,15,63550,321.8916846
2,0.11,par1_ar,0.2,0.5,0.65,15,63550,325.2840215
2,0.11,par2_la,0.2,0.5,0.65,10.5,63550,275.5855498
2,0.11,par2_la,0.2,0.5,0.65,15,63550,323.1066215
2,0.11,par2_la,0.2,0.8,0.29,10.5,63550,272.7735656
2,0.11,par2_la,0.5,0.5,0.29,10.5,63550,285.4754978
2,0.11,par2_la,0.5,0.8,0.29,10.5,63550,286.0916281
2,0.63,par1_ar,0.2,0.2,0.37,8.7,63550,254.1939298
2,0.63,par1_ar,0.2,0.8,0.29,10.5,63550,280.5162688
2,0.63,par1_ar,0.2,0.8,0.29,8.7,63550,261.1900581
2,0.63,par1_ar,0.2,0.8,0.37,10.5,63550,280.6960064
2,0.63,par1_ar,0.2,0.8,0.37,8.7,63550,261.3714121
2,0.63,par1_ar,0.5,0.2,0.29,15,63550,334.1983793
2,0.63,par1_ar,0.5,0.2,0.29,8.7,63550,267.393225
2,0.63,par1_ar,0.5,0.5,0.65,15,63550,340.9869752
2,0.63,par1_ar,0.5,0.8,0.29,8.7,63550,274.5611921
2,0.63,par1_ar,0.5,0.8,0.37,10.5,63550,293.9516065
2,0.63,par1_ar,0.8,0.5,0.37,10.5,63550,302.8368918
2,0.63,par1_ar,0.8,0.8,0.29,10.5,63550,306.1166711
2,0.63,par1_ar,0.8,0.8,0.29,8.7,63550,286.9757252
2,0.63,par1_ar,0.8,0.8,0.37,10.5,63550,306.2658211
2,0.63,par1_ar,0.8,0.8,0.37,15,63550,353.4850604
2,0.63,par1_ar,0.8,0.8,0.37,8.7,63550,287.126574
2,0.63,par1_ar,0.8,0.8,0.65,10.5,63550,309.2864504
2,0.63,par2_la,0.2,0.2,0.29,8.7,63550,252.2854701
2,0.63,par2_la,0.2,0.2,0.37,8.7,63550,252.4608165
2,0.63,par2_la,0.2,0.5,0.29,10.5,63550,275.2621974
2,0.63,par2_la,0.2,0.5,0.65,10.5,63550,278.4985242
2,0.63,par2_la,0.2,0.8,0.37,10.5,63550,278.8557632
2,0.63,par2_la,0.5,0.2,0.37,8.7,63550,265.5367334
2,0.63,par2_la,0.5,0.5,0.29,10.5,63550,288.2604111
2,0.63,par2_la,0.5,0.5,0.29,15,63550,335.5812936
2,0.63,par2_la,0.5,0.5,0.65,15,63550,338.7161002
2,0.63,par2_la,0.5,0.5,0.65,8.7,63550,272.2856723
2,0.63,par2_la,0.5,0.8,0.29,10.5,63550,291.6759891
2,0.63,par2_la,0.5,0.8,0.65,15,63550,342.0944129
2,0.63,par2_la,0.8,0.5,0.29,15,63550,347.4972261
2,1.8,par1_ar,0.2,0.2,0.37,10.5,63550,274.3162082
2,1.8,par1_ar,0.2,0.2,0.65,8.7,63550,257.7259986
2,1.8,par1_ar,0.5,0.5,0.65,15,63550,350.0113323
2,1.8,par1_ar,0.5,0.8,0.37,15,63550,360.4586539
2,1.8,par1_ar,0.5,0.8,0.37,8.7,63550,294.6332833
2,1.8,par1_ar,0.8,0.2,0.29,8.7,63550,278.7986865
2,1.8,par1_ar,0.8,0.5,0.29,8.7,63550,292.7536731
2,1.8,par1_ar,0.8,0.5,0.37,8.7,63550,292.8195271
2,1.8,par1_ar,0.8,0.8,0.37,10.5,63550,325.0091615
2,1.8,par2_la,0.2,0.8,0.37,8.7,63550,280.8327058
2,1.8,par2_la,0.5,0.2,0.37,8.7,63550,265.8072271
2,1.8,par2_la,0.5,0.8,0.37,8.7,63550,292.902196
2,1.8,par2_la,0.5,0.8,0.65,8.7,63550,295.4401867
2,1.8,par2_la,0.8,0.2,0.37,15,63550,343.2201917
2,1.8,par2_la,0.8,0.2,0.37,8.7,63550,277.1379573
2,1.8,par2_la,0.8,0.2,0.65,10.5,63550,298.7921468
2,1.8,par2_la,0.8,0.5,0.29,8.7,63550,290.9236078
2,2.6,par_2.6,0.2,0.2,0.29,15,63550,326.6849222
2,2.6,par_2.6,0.2,0.2,0.37,10.5,63550,279.1800405
2,2.6,par_2.6,0.2,0.2,0.37,15,63550,326.7999563
2,2.6,par_2.6,0.2,0.5,0.29,10.5,63550,294.7893917
2,2.6,par_2.6,0.2,0.5,0.29,15,63550,342.1256081
2,2.6,par_2.6,0.2,0.5,0.65,10.5,63550,297.6500411
2,2.6,par_2.6,0.2,0.5,0.65,15,63550,344.932597
2,2.6,par_2.6,0.2,0.8,0.37,10.5,63550,309.8746755
2,2.6,par_2.6,0.2,0.8,0.65,10.5,63550,312.6044016
2,2.6,par_2.6,0.5,0.2,0.29,10.5,63550,291.5757619
2,2.6,par_2.6,0.5,0.2,0.29,15,63550,338.9456681
2,2.6,par_2.6,0.5,0.2,0.37,10.5,63550,291.6777953
2,2.6,par_2.6,0.5,0.2,0.37,15,63550,339.0455283
2,2.6,par_2.6,0.5,0.5,0.65,10.5,63550,310.0921091
2,2.6,par_2.6,0.5,0.8,0.29,15,63550,369.0330123
2,4.4,par_2.6,0.2,0.2,0.29,8.7,63550,253.4718968
2,4.4,par_2.6,0.2,0.2,0.37,8.7,63550,253.5222044
2,4.4,par_2.6,0.2,0.5,0.29,10.5,63550,290.7566185
2,4.4,par_2.6,0.2,0.5,0.65,10.5,63550,293.1903867
2,4.4,par_2.6,0.2,0.5,0.65,15,63550,340.4055059
2,4.4,par_2.6,0.5,0.2,0.29,8.7,63550,265.2045035
2,4.4,par_2.6,0.5,0.2,0.37,8.7,63550,265.243865
2,4.4,par_2.6,0.8,0.2,0.29,15,63550,342.4099428
2,4.4,par_2.6,0.8,0.2,0.37,10.5,63550,295.298833
2,4.4,par_2.6,0.8,0.2,0.37,15,63550,342.4405092
2,4.4,par_2.6,0.8,0.2,0.65,15,63550,344.7765372
2,4.4,par_2.6,0.8,0.5,0.65,10.5,63550,315.680158
2,4.4,par_2.6,0.8,0.8,0.29,15,63550,377.8829464
2,4.4,par_2.6,0.8,0.8,0.37,15,63550,377.8919232
0.33,0.11,par1_ar,0.2,0.8,0.65,15,71394,364.3562286
0.33,0.11,par1_ar,0.5,0.8,0.65,10.5,71394,317.9538181
0.33,0.11,par1_ar,0.8,0.8,0.65,10.5,71394,319.7585303
0.33,0.11,par2_la,0.2,0.8,0.65,10.5,71394,313.4578632
0.33,0.11,par2_la,0.2,0.8,0.65,15,71394,361.5564812
0.33,0.11,par2_la,0.5,0.8,0.65,15,71394,363.3992715
0.33,0.11,par2_la,0.8,0.2,0.29,10.5,71394,312.7168404
0.33,0.63,par1_ar,0.2,0.2,0.37,8.7,71394,291.8228366
0.33,0.63,par1_ar,0.2,0.5,0.37,8.7,71394,294.8538153
0.33,0.63,par1_ar,0.8,0.2,0.37,15,71394,363.3901245
0.33,0.63,par1_ar,0.8,0.2,0.37,8.7,71394,295.428264
0.33,0.63,par1_ar,0.8,0.5,0.37,8.7,71394,298.4580243
0.33,0.63,par1_ar,0.8,0.8,0.29,10.5,71394,320.7779115
0.33,0.63,par1_ar,0.8,0.8,0.65,15,71394,371.9892619
0.33,0.63,par2_la,0.2,0.2,0.37,8.7,71394,289.2621
0.33,0.63,par2_la,0.2,0.5,0.29,15,71394,359.7231756
0.33,0.63,par2_la,0.2,0.5,0.37,15,71394,359.9529087
0.33,0.63,par2_la,0.2,0.5,0.37,8.7,71394,292.2714476
0.33,0.63,par2_la,0.2,0.5,0.65,8.7,71394,295.1742835
0.33,0.63,par2_la,0.5,0.5,0.37,8.7,71394,294.0919146
0.33,0.63,par2_la,0.8,0.5,0.29,10.5,71394,315.2049798
0.33,0.63,par2_la,0.8,0.5,0.29,15,71394,363.1627684
0.33,0.63,par2_la,0.8,0.5,0.65,15,71394,366.2189142
0.33,0.63,par2_la,0.8,0.8,0.29,15,71394,365.9486675
0.33,0.63,par2_la,0.8,0.8,0.65,10.5,71394,321.1629249
0.33,0.63,par2_la,0.8,0.8,0.65,15,71394,369.0090357
0.33,1.8,par1_ar,0.2,0.2,0.37,8.7,71394,292.2421449
0.33,1.8,par1_ar,0.2,0.2,0.65,8.7,71394,294.7547396
0.33,1.8,par1_ar,0.2,0.5,0.37,15,71394,370.886787
0.33,1.8,par1_ar,0.2,0.8,0.37,15,71394,381.6384314
0.33,1.8,par1_ar,0.2,0.8,0.65,8.7,71394,317.1113096
0.33,1.8,par1_ar,0.5,0.2,0.37,15,71394,361.4251516
0.33,1.8,par1_ar,0.5,0.2,0.65,8.7,71394,296.4117642
0.33,1.8,par1_ar,0.5,0.5,0.29,10.5,71394,324.6645507
0.33,1.8,par1_ar,0.5,0.8,0.29,10.5,71394,335.6410166
0.33,1.8,par1_ar,0.5,0.8,0.29,8.7,71394,316.2244979
0.33,1.8,par1_ar,0.5,0.8,0.37,10.5,71394,335.7664476
0.33,1.8,par1_ar,0.5,0.8,0.37,15,71394,383.2573369
0.33,1.8,par1_ar,0.8,0.2,0.37,8.7,71394,295.4497724
0.33,1.8,par2_la,0.2,0.2,0.65,8.7,71394,292.4184028
0.33,1.8,par2_la,0.5,0.8,0.37,8.7,71394,313.8078887
0.33,2.6,par_2.6,0.2,0.2,0.37,10.5,71394,316.0862917
0.33,2.6,par_2.6,0.2,0.2,0.65,8.7,71394,299.0819531
0.33,2.6,par_2.6,0.2,0.5,0.37,15,71394,375.6945002
0.33,2.6,par_2.6,0.2,0.8,0.37,15,71394,387.1375207
0.33,2.6,par_2.6,0.2,0.8,0.37,8.7,71394,320.2459478
0.33,2.6,par_2.6,0.2,0.8,0.65,15,71394,389.6505703
0.33,2.6,par_2.6,0.5,0.2,0.29,8.7,71394,298.008951
0.33,2.6,par_2.6,0.5,0.2,0.65,8.7,71394,300.7916049
0.33,2.6,par_2.6,0.5,0.5,0.65,10.5,71394,332.2439652
0.33,2.6,par_2.6,0.5,0.5,0.65,8.7,71394,312.7774757
0.33,2.6,par_2.6,0.5,0.8,0.37,15,71394,388.796252
0.33,2.6,par_2.6,0.5,0.8,0.65,8.7,71394,324.5359955
0.33,2.6,par_2.6,0.8,0.2,0.29,10.5,71394,319.1985991
0.33,2.6,par_2.6,0.8,0.2,0.65,10.5,71394,321.9605804
0.33,2.6,par_2.6,0.8,0.5,0.65,8.7,71394,314.3867565
0.33,2.6,par_2.6,0.8,0.8,0.29,10.5,71394,342.7668248
0.33,2.6,par_2.6,0.8,0.8,0.37,15,71394,390.3598991
0.33,4.4,par_2.6,0.2,0.2,0.37,15,71394,359.5225391
0.33,4.4,par_2.6,0.2,0.2,0.37,8.7,71394,292.1645211
0.33,4.4,par_2.6,0.2,0.5,0.37,8.7,71394,306.6233443
0.33,4.4,par_2.6,0.2,0.5,0.65,10.5,71394,328.2929741
0.33,4.4,par_2.6,0.2,0.8,0.29,8.7,71394,321.1818118
0.33,4.4,par_2.6,0.5,0.2,0.65,15,71394,363.2549735
0.33,4.4,par_2.6,0.5,0.2,0.65,8.7,71394,296.0104224
0.33,4.4,par_2.6,0.5,0.5,0.29,8.7,71394,308.0803308
0.33,4.4,par_2.6,0.5,0.5,0.65,10.5,71394,329.8363318
0.33,4.4,par_2.6,0.5,0.5,0.65,8.7,71394,310.4446636
0.33,4.4,par_2.6,0.5,0.8,0.29,10.5,71394,342.0144109
0.33,4.4,par_2.6,0.8,0.2,0.29,15,71394,362.3300702
0.33,4.4,par_2.6,0.8,0.2,0.37,15,71394,362.4401568
0.33,4.4,par_2.6,0.8,0.2,0.37,8.7,71394,295.1631183
0.33,4.4,par_2.6,0.8,0.5,0.29,15,71394,376.3947187
0.33,4.4,par_2.6,0.8,0.8,0.29,10.5,71394,343.4594285
0.33,4.4,par_2.6,0.8,0.8,0.29,15,71394,390.6144174
0.33,4.4,par_2.6,0.8,0.8,0.37,15,71394,390.6950759
0.33,4.4,par_2.6,0.8,0.8,0.65,10.5,71394,345.7719633
0.33,4.4,par_2.6,0.8,0.8,0.65,15,71394,392.8850818
0.95,0.11,par1_ar,0.2,0.5,0.29,15,71394,354.9370826
0.95,0.11,par1_ar,0.2,0.5,0.37,8.7,71394,287.5147961
0.95,0.11,par1_ar,0.2,0.5,0.65,15,71394,358.1075033
0.95,0.11,par1_ar,0.2,0.8,0.65,10.5,71394,310.6659137
0.95,0.11,par1_ar,0.5,0.2,0.29,10.5,71394,311.2581845
0.95,0.11,par1_ar,0.5,0.2,0.37,10.5,71394,311.500614
0.95,0.11,par1_ar,0.5,0.8,0.37,10.5,71394,312.5509191
0.95,0.11,par1_ar,0.5,0.8,0.37,8.7,71394,292.9439547
0.95,0.11,par1_ar,0.5,0.8,0.65,10.5,71394,315.542258
0.95,0.11,par1_ar,0.5,0.8,0.65,15,71394,363.4471055
0.95,0.11,par1_ar,0.8,0.2,0.65,8.7,71394,299.506185
0.95,0.11,par1_ar,0.8,0.5,0.29,8.7,71394,296.8564843
0.95,0.11,par1_ar,0.8,0.5,0.37,15,71394,364.5865667
0.95,0.11,par1_ar,0.8,0.5,0.37,8.7,71394,297.1042248
0.95,0.11,par1_ar,0.8,0.8,0.37,10.5,71394,317.1929154
0.95,0.11,par2_la,0.2,0.5,0.29,10.5,71394,304.3709631
0.95,0.11,par2_la,0.2,0.5,0.29,15,71394,352.1866178
0.95,0.11,par2_la,0.2,0.5,0.29,8.7,71394,284.7822868
0.95,0.11,par2_la,0.2,0.5,0.37,15,71394,352.4383292
0.95,0.11,par2_la,0.2,0.8,0.29,10.5,71394,304.8698065
0.95,0.11,par2_la,0.2,0.8,0.65,15,71394,355.870476
0.95,0.11,par2_la,0.5,0.8,0.29,10.5,71394,309.6308905
0.95,0.11,par2_la,0.5,0.8,0.65,10.5,71394,312.8680439
0.95,0.11,par2_la,0.8,0.2,0.29,10.5,71394,313.1303518
0.95,0.11,par2_la,0.8,0.5,0.29,15,71394,361.3433509
0.95,0.11,par2_la,0.8,0.5,0.29,8.7,71394,294.1502471
0.95,0.11,par2_la,0.8,0.5,0.37,8.7,71394,294.3961682
0.95,0.11,par2_la,0.8,0.8,0.65,8.7,71394,297.905377
0.95,0.63,par1_ar,0.2,0.5,0.37,15,71394,357.8724063
0.95,0.63,par1_ar,0.2,0.5,0.65,15,71394,360.6428867
0.95,0.63,par1_ar,0.5,0.2,0.65,15,71394,362.4022131
0.95,0.63,par1_ar,0.5,0.5,0.29,8.7,71394,294.8725476
0.95,0.63,par1_ar,0.5,0.8,0.29,15,71394,365.0726369
0.95,0.63,par1_ar,0.5,0.8,0.29,8.7,71394,297.6877045
0.95,0.63,par1_ar,0.5,0.8,0.65,8.7,71394,300.7634288
0.95,0.63,par1_ar,0.8,0.2,0.37,8.7,71394,296.6661018
0.95,0.63,par2_la,0.2,0.5,0.37,8.7,71394,287.9425887
0.95,0.63,par2_la,0.2,0.8,0.29,10.5,71394,310.0519341
0.95,0.63,par2_la,0.5,0.5,0.29,10.5,71394,311.8979319
0.95,0.63,par2_la,0.5,0.5,0.65,15,71394,362.530697
0.95,0.63,par2_la,0.5,0.8,0.29,8.7,71394,295.1787733
0.95,0.63,par2_la,0.8,0.5,0.29,8.7,71394,296.8122396
0.95,0.63,par2_la,0.8,0.5,0.65,8.7,71394,299.8611886
0.95,0.63,par2_la,0.8,0.8,0.29,8.7,71394,299.6093657
0.95,1.8,par1_ar,0.2,0.2,0.37,15,71394,356.8653874
0.95,1.8,par1_ar,0.2,0.5,0.37,15,71394,367.746862
0.95,1.8,par1_ar,0.2,0.5,0.37,8.7,71394,300.7064247
0.95,1.8,par1_ar,0.5,0.2,0.37,15,71394,361.0759153
0.95,1.8,par1_ar,0.5,0.2,0.65,15,71394,363.4607196
0.95,1.8,par1_ar,0.5,0.2,0.65,8.7,71394,296.2826043
0.95,1.8,par1_ar,0.5,0.8,0.37,10.5,71394,335.2401519
0.95,1.8,par1_ar,0.8,0.2,0.37,8.7,71394,297.9356955
0.95,1.8,par1_ar,0.8,0.2,0.65,10.5,71394,319.8698128
0.95,1.8,par1_ar,0.8,0.2,0.65,8.7,71394,300.3924315
0.95,1.8,par1_ar,0.8,0.5,0.37,15,71394,375.9755756
0.95,1.8,par1_ar,0.8,0.8,0.65,8.7,71394,322.3812379
0.95,1.8,par2_la,0.8,0.2,0.37,10.5,71394,315.2725488
0.95,1.8,par2_la,0.8,0.2,0.65,10.5,71394,317.6992863
0.95,1.8,par2_la,0.8,0.2,0.65,15,71394,365.1179935
0.95,2.6,par_2.6,0.2,0.2,0.65,15,71394,363.1021311
0.95,2.6,par_2.6,0.2,0.5,0.29,15,71394,371.9246042
0.95,2.6,par_2.6,0.2,0.5,0.65,15,71394,374.5536503
0.95,2.6,par_2.6,0.2,0.5,0.65,8.7,71394,307.6451
0.95,2.6,par_2.6,0.2,0.8,0.29,8.7,71394,316.5143939
0.95,2.6,par_2.6,0.5,0.2,0.29,10.5,71394,317.1036337
0.95,2.6,par_2.6,0.5,0.2,0.37,15,71394,364.9545244
0.95,2.6,par_2.6,0.5,0.2,0.65,8.7,71394,300.3064997
0.95,2.6,par_2.6,0.8,0.2,0.29,10.5,71394,321.2954454
0.95,2.6,par_2.6,0.8,0.5,0.65,15,71394,382.9804145
0.95,2.6,par_2.6,0.8,0.5,0.65,8.7,71394,316.2917718
0.95,4.4,par_2.6,0.2,0.2,0.29,8.7,71394,290.0602775
0.95,4.4,par_2.6,0.2,0.2,0.65,15,71394,359.5621529
0.95,4.4,par_2.6,0.2,0.8,0.29,8.7,71394,318.7181792
0.95,4.4,par_2.6,0.2,0.8,0.65,8.7,71394,320.987827
0.95,4.4,par_2.6,0.5,0.2,0.37,15,71394,361.3303322
0.95,4.4,par_2.6,0.5,0.2,0.65,15,71394,363.509341
0.95,4.4,par_2.6,0.5,0.2,0.65,8.7,71394,296.4789774
0.95,4.4,par_2.6,0.5,0.5,0.65,15,71394,377.303697
0.95,4.4,par_2.6,0.5,0.8,0.29,8.7,71394,322.8035713
0.95,4.4,par_2.6,0.8,0.2,0.37,15,71394,365.0962867
0.95,4.4,par_2.6,0.8,0.2,0.65,10.5,71394,319.7807358
1.5,0.11,par1_ar,0.5,0.2,0.29,10.5,71394,311.7515435
1.5,0.11,par1_ar,0.8,0.2,0.29,10.5,71394,315.5227162
1.5,0.11,par1_ar,0.8,0.2,0.65,10.5,71394,318.7146946
1.5,0.11,par1_ar,0.8,0.8,0.29,10.5,71394,316.5647723
1.5,0.11,par1_ar,0.8,0.8,0.65,10.5,71394,319.8304542
1.5,0.11,par2_la,0.2,0.2,0.29,15,71394,353.0803393
1.5,0.11,par2_la,0.2,0.2,0.37,15,71394,353.326833
1.5,0.11,par2_la,0.2,0.8,0.29,10.5,71394,306.2027302
1.5,0.11,par2_la,0.2,0.8,0.29,15,71394,354.1025501
1.5,0.11,par2_la,0.2,0.8,0.37,15,71394,354.3627745
1.5,0.11,par2_la,0.5,0.2,0.29,10.5,71394,309.0432987
1.5,0.11,par2_la,0.5,0.5,0.29,10.5,71394,309.5770808
1.5,0.11,par2_la,0.5,0.8,0.29,10.5,71394,310.0796271
1.5,0.11,par2_la,0.5,0.8,0.65,10.5,71394,313.3439825
1.5,0.11,par2_la,0.8,0.5,0.65,8.7,71394,296.9472727
1.5,0.11,par2_la,0.8,0.8,0.29,8.7,71394,294.1989952
1.5,0.11,par2_la,0.8,0.8,0.65,10.5,71394,317.0075928
1.5,0.11,par2_la,0.8,0.8,0.65,8.7,71394,297.4827024
1.5,0.63,par1_ar,0.2,0.5,0.65,15,71394,362.0015259
1.5,0.63,par1_ar,0.2,0.5,0.65,8.7,71394,294.4246044
1.5,0.63,par1_ar,0.2,0.8,0.37,10.5,71394,314.0053887
1.5,0.63,par1_ar,0.5,0.5,0.65,15,71394,365.7988099
1.5,0.63,par1_ar,0.8,0.5,0.65,15,71394,369.3910906
1.5,0.63,par1_ar,0.8,0.8,0.37,10.5,71394,321.5041485
1.5,0.63,par2_la,0.2,0.2,0.37,10.5,71394,305.7163648
1.5,0.63,par2_la,0.2,0.5,0.65,15,71394,359.2436751
1.5,0.63,par2_la,0.2,0.8,0.29,10.5,71394,311.2211139
1.5,0.63,par2_la,0.2,0.8,0.37,10.5,71394,311.4486469
1.5,0.63,par2_la,0.2,0.8,0.37,15,71394,359.207441
1.5,0.63,par2_la,0.5,0.8,0.37,10.5,71394,315.1991968
1.5,0.63,par2_la,0.8,0.5,0.29,8.7,71394,296.2178968
1.5,0.63,par2_la,0.8,0.8,0.65,8.7,71394,302.1181739
1.5,1.8,par1_ar,0.2,0.2,0.65,15,71394,360.0956992
1.5,1.8,par1_ar,0.5,0.2,0.37,15,71394,361.0989366
1.5,1.8,par1_ar,0.5,0.5,0.29,8.7,71394,304.8948378
1.5,1.8,par1_ar,0.5,0.5,0.37,15,71394,372.0368162
1.5,1.8,par1_ar,0.5,0.5,0.65,10.5,71394,326.8847748
1.5,1.8,par1_ar,0.5,0.5,0.65,15,71394,374.3973825
1.5,1.8,par1_ar,0.5,0.8,0.29,10.5,71394,335.1942418
1.5,1.8,par1_ar,0.5,0.8,0.65,15,71394,384.985187
1.5,1.8,par1_ar,0.8,0.2,0.37,8.7,71394,297.0743759
1.5,1.8,par1_ar,0.8,0.5,0.29,8.7,71394,308.2013319
1.5,1.8,par1_ar,0.8,0.5,0.65,15,71394,377.6329225
1.5,1.8,par2_la,0.2,0.2,0.29,15,71394,355.2624688
1.5,1.8,par2_la,0.2,0.2,0.37,15,71394,355.4155144
1.5,1.8,par2_la,0.2,0.8,0.29,15,71394,376.7005254
1.5,1.8,par2_la,0.2,0.8,0.37,15,71394,376.8170602
1.5,1.8,par2_la,0.8,0.2,0.29,8.7,71394,294.7199897
1.5,1.8,par2_la,0.8,0.2,0.37,8.7,71394,294.8720035
1.5,1.8,par2_la,0.8,0.5,0.37,8.7,71394,306.0531897
1.5,2.6,par_2.6,0.2,0.2,0.29,10.5,71394,313.5902904
1.5,2.6,par_2.6,0.2,0.2,0.29,8.7,71394,294.0330094
1.5,2.6,par_2.6,0.2,0.2,0.37,15,71394,361.5773883
1.5,2.6,par_2.6,0.2,0.2,0.65,10.5,71394,316.299655
1.5,2.6,par_2.6,0.2,0.2,0.65,15,71394,364.064378
1.5,2.6,par_2.6,0.2,0.5,0.65,10.5,71394,328.034341
1.5,2.6,par_2.6,0.2,0.5,0.65,15,71394,375.579859
1.5,2.6,par_2.6,0.2,0.5,0.65,8.7,71394,308.6038437
1.5,2.6,par_2.6,0.2,0.8,0.29,10.5,71394,336.8734033
1.5,2.6,par_2.6,0.2,0.8,0.37,10.5,71394,337.0271985
1.5,2.6,par_2.6,0.2,0.8,0.37,15,71394,384.3943155
1.5,2.6,par_2.6,0.2,0.8,0.65,8.7,71394,320.2247066
1.5,2.6,par_2.6,0.5,0.2,0.29,10.5,71394,317.1567047
1.5,2.6,par_2.6,0.5,0.2,0.29,15,71394,364.916189
1.5,2.6,par_2.6,0.5,0.2,0.65,15,71394,367.5651103
1.5,2.6,par_2.6,0.5,0.2,0.65,8.7,71394,300.356048
1.5,2.6,par_2.6,0.5,0.8,0.29,10.5,71394,340.4369144
1.5,2.6,par_2.6,0.5,0.8,0.29,8.7,71394,321.1116876
1.5,2.6,par_2.6,0.5,0.8,0.65,10.5,71394,343.1135049
1.5,2.6,par_2.6,0.5,0.8,0.65,8.7,71394,323.812012
1.5,2.6,par_2.6,0.8,0.2,0.29,10.5,71394,320.536742
1.5,2.6,par_2.6,0.8,0.5,0.37,8.7,71394,313.0344437
1.5,2.6,par_2.6,0.8,0.5,0.65,15,71394,382.3937801
1.5,2.6,par_2.6,0.8,0.5,0.65,8.7,71394,315.5944367
1.5,2.6,par_2.6,0.8,0.8,0.65,10.5,71394,346.4773601
1.5,2.6,par_2.6,0.8,0.8,0.65,8.7,71394,327.2034582
1.5,4.4,par_2.6,0.2,0.2,0.37,15,71394,357.9946997
1.5,4.4,par_2.6,0.2,0.2,0.37,8.7,71394,290.7370983
1.5,4.4,par_2.6,0.5,0.5,0.29,10.5,71394,327.6077387
1.5,4.4,par_2.6,0.5,0.5,0.29,8.7,71394,308.2351496
1.5,4.4,par_2.6,0.5,0.8,0.29,8.7,71394,322.7254307
1.5,4.4,par_2.6,0.8,0.2,0.37,15,71394,364.2071538
1.5,4.4,par_2.6,0.8,0.2,0.37,8.7,71394,297.1284378
2,0.11,par1_ar,0.2,0.5,0.29,15,71394,349.5984748
2,0.11,par1_ar,0.2,0.5,0.65,15,71394,352.6487196
2,0.11,par2_la,0.2,0.5,0.65,10.5,71394,303.1842819
2,0.11,par2_la,0.2,0.5,0.65,15,71394,350.637013
2,0.11,par2_la,0.2,0.8,0.29,10.5,71394,300.567742
2,0.11,par2_la,0.5,0.5,0.29,10.5,71394,309.5227026
2,0.11,par2_la,0.5,0.8,0.29,10.5,71394,310.0069935
2,0.63,par1_ar,0.2,0.2,0.37,8.7,71394,283.0143101
2,0.63,par1_ar,0.2,0.8,0.29,10.5,71394,307.8798867
2,0.63,par1_ar,0.2,0.8,0.29,8.7,71394,288.3932918
2,0.63,par1_ar,0.2,0.8,0.37,10.5,71394,308.0912656
2,0.63,par1_ar,0.2,0.8,0.37,8.7,71394,288.6069317
